Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;33.920000;34.141338;34.095482;34.190279
2017-01-09;33.970000;34.183456;34.132963;34.253562
2017-01-16;34.020000;34.239122;34.189494;34.309925
2017-01-23;34.070000;34.361220;34.299864;34.408800
2017-01-30;34.120000;34.372131;34.301454;34.451713
2017-02-06;34.170000;34.392316;34.330857;34.443906
2017-02-13;34.247500;34.353059;34.276408;34.417851
2017-02-20;34.325000;34.319703;34.257285;34.365957
2017-02-27;34.402500;34.295794;34.231597;34.360208
2017-03-06;34.480000;34.448303;34.392099;34.498207
2017-03-13;34.490000;34.509580;34.445220;34.615947
2017-03-20;34.500000;34.497994;34.444593;34.553787
2017-03-27;34.510000;34.611200;34.530668;34.672177
2017-04-03;34.515000;34.554858;34.499371;34.626242
2017-04-10;34.520000;34.516555;34.456788;34.572957
2017-04-17;34.490000;34.401623;34.341467;34.477953
2017-04-24;34.460000;34.426999;34.363477;34.473969
2017-05-01;34.430000;34.459674;34.375328;34.512288
2017-05-08;34.400000;34.438255;34.376558;34.495925
2017-05-15;34.370000;34.386517;34.310484;34.468790
2017-05-22;34.340000;34.420764;34.371140;34.471406
2017-05-29;34.310000;34.433742;34.368209;34.510612
2017-06-05;34.280000;34.364158;34.295756;34.419738
2017-06-12;34.250000;34.311457;34.251679;34.374380
2017-06-19;34.260000;34.355098;34.298734;34.413838
2017-06-26;34.270000;34.276662;34.224120;34.320424
2017-07-03;34.280000;34.292597;34.220435;34.367929
2017-07-10;34.290000;34.354698;34.255992;34.428803
2017-07-17;34.254000;34.385205;34.298558;34.470802
2017-07-24;34.218000;34.345725;34.278484;34.399694
2017-07-31;34.182000;34.422714;34.330421;34.513614
2017-08-07;34.146000;34.439281;34.367243;34.527892
2017-08-14;34.110000;34.437805;34.375511;34.546729
2017-08-21;34.120000;34.394126;34.328466;34.444148
2017-08-28;34.130000;34.526990;34.420905;34.637950
2017-09-04;34.140000;34.443186;34.355046;34.526781
2017-09-11;34.150000;34.437429;34.361752;34.513126
2017-09-18;34.180000;34.448499;34.337642;34.522395
2017-09-25;34.210000;34.489540;34.352654;34.568694
2017-10-02;34.240000;34.441404;34.347458;34.498133
2017-10-09;34.270000;34.524835;34.384086;34.612086
2017-10-16;34.377500;34.733435;34.542634;34.849253
2017-10-23;34.485000;34.851374;34.738608;34.967634
2017-10-30;34.592500;34.805948;34.681481;34.898310
2017-11-06;34.700000;34.859987;34.736896;34.977635
2017-11-13;34.746000;34.847134;34.719427;34.928832
2017-11-20;34.792000;34.893920;34.780024;35.013119
2017-11-27;34.838000;34.947856;34.789981;35.062625
2017-12-04;34.884000;35.084067;34.950093;35.192718
2017-12-11;34.930000;35.096720;34.961368;35.217366
2017-12-18;35.016000;35.173965;35.037475;35.268316
2017-12-25;35.102000;35.186433;35.066957;35.285456
2018-01-01;35.188000;35.195835;35.073121;35.281922
2018-01-08;35.274000;35.216631;35.132897;35.322785
2018-01-15;35.360000;35.320857;35.180108;35.448249
2018-01-22;35.360000;35.343174;35.220773;35.450439
2018-01-29;35.360000;35.408985;35.299555;35.520419
2018-02-05;35.360000;35.460716;35.352075;35.552221
2018-02-12;35.268000;35.450496;35.367364;35.541002
2018-02-19;35.176000;35.399402;35.325006;35.476551
2018-02-26;35.084000;35.327629;35.248275;35.447725
2018-03-05;34.992000;35.244572;35.147651;35.331090
2018-03-12;34.900000;35.154040;35.046411;35.274978
2018-03-19;34.882500;35.178020;35.096725;35.288597
2018-03-26;34.865000;35.097544;35.021665;35.157949
2018-04-02;34.847500;35.029438;34.942725;35.102040
2018-04-09;34.830000;35.066327;34.989214;35.127160
2018-04-16;34.785000;35.022287;34.986822;35.101041
2018-04-23;34.740000;35.036523;34.971697;35.080214
2018-04-30;34.695000;34.937438;34.865041;35.035297
2018-05-07;34.650000;34.857045;34.789025;34.913400
2018-05-14;34.578000;34.772246;34.716811;34.843230
2018-05-21;34.506000;34.658636;34.566630;34.717849
2018-05-28;34.434000;34.584547;34.512943;34.657139
2018-06-04;34.362000;34.480113;34.424921;34.552118
2018-06-11;34.290000;34.446083;34.386800;34.501459
2018-06-18;34.232500;34.320802;34.230830;34.396109
2018-06-25;34.175000;34.222227;34.136392;34.288457
2018-07-02;34.117500;34.181842;34.123201;34.245566
2018-07-09;34.060000;34.082801;34.018233;34.163816
2018-07-16;34.002500;34.011393;33.947154;34.067262
2018-07-23;33.945000;34.015001;33.925242;34.077752
2018-07-30;33.887500;33.909419;33.819882;33.977767
2018-08-06;33.830000;33.835281;33.740429;33.943015
2018-08-13;33.791250;33.752777;33.689777;33.836477
2018-08-20;33.752500;33.719634;33.646518;33.774836
2018-08-27;33.713750;33.640200;33.595971;33.692577
2018-09-03;33.675000;33.603850;33.524696;33.679509
2018-09-10;33.636250;33.554106;33.492501;33.610298
2018-09-17;33.597500;33.502376;33.415397;33.591649
2018-09-24;33.558750;33.436058;33.356039;33.491209
2018-10-01;33.520000;33.443075;33.372449;33.509548
2018-10-08;33.510000;33.402971;33.327174;33.485731
2018-10-15;33.500000;33.404932;33.359296;33.451371
2018-10-22;33.490000;33.370334;33.307473;33.438509
2018-10-29;33.476667;33.379650;33.319300;33.485011
2018-11-05;33.463333;33.390224;33.336066;33.454446
2018-11-12;33.450000;33.420919;33.373910;33.489409
2018-11-19;33.475714;33.439421;33.368302;33.496826
2018-11-26;33.501429;33.421184;33.366475;33.467706
2018-12-03;33.527143;33.421278;33.360229;33.473167
2018-12-10;33.552857;33.460289;33.361823;33.534771
2018-12-17;33.578571;33.644662;33.568143;33.732463
2018-12-24;33.604286;33.716752;33.643059;33.813312
2018-12-31;33.630000;33.803470;33.718859;33.889902
2019-01-07;33.713333;33.885072;33.809706;33.959451
2019-01-14;33.796667;33.934160;33.858576;34.021561
2019-01-21;33.880000;34.086258;34.016737;34.162591
2019-01-28;33.915000;34.107950;34.027448;34.198823
2019-02-04;33.950000;34.170571;34.098362;34.243583
2019-02-11;33.985000;34.151329;34.075248;34.230600
2019-02-18;34.020000;34.282379;34.176968;34.373075
2019-02-25;34.055000;34.236153;34.161463;34.312161
2019-03-04;34.090000;34.211364;34.105827;34.290619
2019-03-11;34.235000;34.200241;34.124716;34.251740
2019-03-18;34.380000;34.296266;34.239283;34.373917
2019-03-25;34.360952;34.389133;34.322430;34.448761
2019-04-01;34.341905;34.446270;34.384921;34.496694
2019-04-08;34.322857;34.330682;34.282098;34.384052
2019-04-15;34.225000;34.326682;34.274512;34.376072
2019-04-22;34.174286;34.228180;34.172394;34.288445
2019-04-29;34.122857;34.223023;34.179578;34.285316
2019-05-06;34.075714;34.157403;34.105614;34.222582
2019-05-13;34.042857;34.160456;34.121963;34.224792
2019-05-20;34.013750;34.136656;34.075423;34.193789
2019-05-27;33.987143;34.180522;34.102830;34.251124
2019-06-03;33.952857;34.139540;34.033422;34.196962
2019-06-10;33.914286;34.094414;34.031243;34.137496
2019-06-17;33.888750;34.125084;34.063478;34.181705
2019-06-24;33.870000;34.136794;34.060347;34.197389
2019-07-01;33.830000;34.083683;34.022933;34.150758
2019-07-08;33.784286;34.012523;33.903750;34.080185
2019-07-15;33.747143;33.955917;33.920383;34.009417
2019-07-22;33.714286;33.950854;33.892121;34.023271
2019-07-29;33.668571;33.899850;33.844795;33.957748
2019-08-05;33.617143;33.860195;33.806672;33.907206
2019-08-12;33.575714;33.798343;33.751353;33.833841
2019-08-19;33.540000;33.771023;33.701761;33.835587
2019-08-26;33.510000;33.740469;33.661505;33.797374
2019-09-02;33.470000;33.685375;33.613910;33.755023
2019-09-09;33.437143;33.663514;33.617914;33.711466
2019-09-16;33.405714;33.641685;33.581319;33.697884
2019-09-23;33.384286;33.621024;33.540350;33.693549
2019-09-30;33.370000;33.617645;33.529208;33.693784
2019-10-07;33.471429;33.852775;33.747539;33.940430
2019-10-14;33.537143;33.995503;33.941623;34.093399
2019-10-21;33.657143;34.119647;34.042929;34.183601
2019-10-28;33.827143;34.297183;34.209382;34.370715
2019-11-04;33.871429;34.271819;34.207254;34.329601
2019-11-11;33.947500;34.353135;34.278113;34.423812
2019-11-18;33.998571;34.370210;34.291474;34.483798
