Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;15.020000;15.102059;15.074268;15.149989
2017-01-09;15.040000;15.075948;15.040053;15.102752
2017-01-16;15.240000;15.085982;15.054904;15.114430
2017-01-23;15.260000;15.187934;15.153493;15.211728
2017-01-30;15.230000;15.190338;15.148604;15.220191
2017-02-06;15.330000;15.237674;15.205946;15.267403
2017-02-13;15.270000;15.267449;15.238332;15.301334
2017-02-20;15.260000;15.280486;15.250102;15.311766
2017-02-27;15.490000;15.294524;15.244064;15.343346
2017-03-06;15.540000;15.385490;15.342949;15.431169
2017-03-13;15.480000;15.406293;15.366507;15.444128
2017-03-20;15.490000;15.372041;15.352103;15.408516
2017-03-27;15.530000;15.444368;15.400813;15.492665
2017-04-03;15.400000;15.405899;15.386431;15.431982
2017-04-10;15.310000;15.348209;15.313479;15.382293
2017-04-17;15.250000;15.263034;15.222024;15.297240
2017-04-24;15.200000;15.216668;15.180873;15.250532
2017-05-01;15.160000;15.178942;15.160371;15.195809
2017-05-08;15.120000;15.115763;15.089676;15.150170
2017-05-15;15.080000;15.073764;15.050898;15.099169
2017-05-22;15.060000;15.022773;15.001983;15.039995
2017-05-29;15.020000;14.999858;14.985087;15.025827
2017-06-05;14.994286;14.958920;14.923235;14.996691
2017-06-12;14.968571;14.918314;14.890792;14.961630
2017-06-19;14.932857;14.915968;14.882717;14.943553
2017-06-26;14.892857;14.871812;14.839412;14.901904
2017-07-03;15.032857;14.896324;14.849785;14.930280
2017-07-10;15.180000;15.045712;15.012266;15.082577
2017-07-17;15.147143;15.071625;15.027999;15.103795
2017-07-24;15.127143;15.074757;15.046665;15.113632
2017-07-31;15.384286;15.214228;15.176974;15.240741
2017-08-07;15.334286;15.203324;15.159403;15.236381
2017-08-14;15.260000;15.165076;15.120656;15.200336
2017-08-21;15.258571;15.122158;15.087635;15.166881
2017-08-28;15.291429;15.193682;15.161530;15.226821
2017-09-04;15.208571;15.161093;15.115965;15.193761
2017-09-11;15.222857;15.121733;15.083412;15.154310
2017-09-18;15.270000;15.183487;15.150461;15.223629
2017-09-25;15.240000;15.243230;15.215710;15.278388
2017-10-02;15.271429;15.250262;15.211412;15.280766
2017-10-09;15.412857;15.301808;15.263215;15.340639
2017-10-16;15.494286;15.345661;15.307495;15.385528
2017-10-23;15.410000;15.343026;15.308386;15.367847
2017-10-30;15.444286;15.335358;15.285308;15.373054
2017-11-06;15.462857;15.376887;15.332023;15.412348
2017-11-13;15.392857;15.350600;15.314142;15.381646
2017-11-20;15.402857;15.357758;15.312977;15.395611
2017-11-27;15.620000;15.416272;15.378456;15.460070
2017-12-04;15.678571;15.478274;15.431801;15.511825
2017-12-11;15.727143;15.503690;15.458051;15.541319
2017-12-18;15.785714;15.574070;15.527660;15.602283
2017-12-25;15.848571;15.600890;15.562107;15.640384
2018-01-01;15.687143;15.611902;15.556550;15.656334
2018-01-08;15.821429;15.673336;15.622741;15.717155
2018-01-15;15.754286;15.695915;15.641249;15.735110
2018-01-22;15.808571;15.651566;15.599333;15.685974
2018-01-29;15.915714;15.643004;15.592907;15.668403
2018-02-05;15.941429;15.626858;15.591816;15.666200
2018-02-12;15.805714;15.573602;15.525513;15.607383
2018-02-19;15.631429;15.524978;15.486617;15.558200
2018-02-26;15.545714;15.501821;15.461497;15.536515
2018-03-05;15.462857;15.455635;15.419119;15.489249
2018-03-12;15.454286;15.418910;15.379567;15.447943
2018-03-19;15.481429;15.440950;15.419122;15.465314
2018-03-26;15.401429;15.398548;15.372129;15.432677
2018-04-02;15.410000;15.349299;15.319539;15.382810
2018-04-09;15.384286;15.380742;15.357170;15.406306
2018-04-16;15.365714;15.347864;15.328240;15.372735
2018-04-23;15.312857;15.338553;15.316119;15.372670
2018-04-30;15.090000;15.275971;15.255824;15.300774
2018-05-07;15.077778;15.261044;15.227489;15.286246
2018-05-14;15.065556;15.198567;15.170067;15.218440
2018-05-21;15.053333;15.147122;15.113861;15.168418
