Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;30.350000;30.472462;30.400212;30.537414
2017-01-09;30.420000;30.538142;30.487822;30.568801
2017-01-16;30.490000;30.583412;30.542951;30.630998
2017-01-23;30.550000;30.643632;30.588338;30.673400
2017-01-30;30.560000;30.658143;30.618478;30.687410
2017-02-06;30.570000;30.696987;30.653531;30.724875
2017-02-13;30.580000;30.698094;30.647975;30.758061
2017-02-20;30.580000;30.719358;30.657035;30.788750
2017-02-27;30.650000;30.728133;30.686926;30.781730
2017-03-06;30.720000;30.774085;30.742791;30.819303
2017-03-13;30.790000;30.809851;30.785789;30.837365
2017-03-20;30.850000;30.825947;30.788418;30.870954
2017-03-27;30.840000;30.858196;30.821671;30.898962
2017-04-03;30.830000;30.861315;30.823015;30.909853
2017-04-10;30.800000;30.821196;30.763019;30.889546
2017-04-17;30.770000;30.768893;30.736700;30.805894
2017-04-24;30.750000;30.766705;30.723713;30.791421
2017-05-01;30.700000;30.756477;30.706965;30.810439
2017-05-08;30.640000;30.729290;30.702346;30.761489
2017-05-15;30.590000;30.689119;30.656601;30.731321
2017-05-22;30.540000;30.648063;30.616092;30.691133
2017-05-29;30.500000;30.558219;30.510160;30.606429
2017-06-05;30.460000;30.466986;30.426515;30.494481
2017-06-12;30.430000;30.453942;30.397734;30.497115
2017-06-19;30.350000;30.415331;30.375906;30.456292
2017-06-26;30.830000;30.364067;30.320845;30.410091
2017-07-03;31.310000;30.410509;30.358567;30.449968
2017-07-10;31.320000;30.720638;30.639172;30.819477
2017-07-17;31.320000;30.878005;30.805985;30.953975
2017-07-24;31.330000;30.867326;30.782655;30.962253
2017-07-31;31.290000;31.011869;30.912606;31.119389
2017-08-07;31.240000;31.074207;30.996806;31.150417
2017-08-14;31.190000;31.083835;30.967014;31.214969
2017-08-21;31.140000;31.100129;30.972936;31.191496
2017-08-28;31.110000;31.063765;30.907998;31.181481
2017-09-04;31.080000;31.028455;30.973353;31.094531
2017-09-11;31.010000;30.983322;30.879975;31.064900
2017-09-18;30.940000;30.950501;30.852810;31.041171
2017-09-25;30.880000;30.942018;30.860635;31.005303
2017-10-02;30.940000;30.906948;30.820605;30.988482
2017-10-09;30.990000;30.857174;30.758502;30.916989
2017-10-16;31.040000;30.898160;30.826478;30.976456
2017-10-23;31.090000;30.883919;30.751932;30.977168
2017-10-30;31.130000;30.864963;30.797171;30.933043
2017-11-06;31.180000;30.874771;30.792729;30.947670
2017-11-13;31.210000;30.930881;30.837288;31.024722
2017-11-20;31.240000;30.945282;30.848448;31.025800
2017-11-27;31.240000;30.961268;30.874182;31.033430
2017-12-04;31.240000;31.036708;30.953426;31.138886
2017-12-11;31.250000;31.065290;30.979651;31.144232
2017-12-18;31.250000;31.098998;31.037426;31.191892
2017-12-25;31.260000;31.154330;31.062368;31.233742
2018-01-01;31.240000;31.167660;31.085855;31.266891
2018-01-08;31.230000;31.165431;31.110953;31.240227
2018-01-15;31.220000;31.198744;31.129023;31.263636
2018-01-22;31.210000;31.225246;31.110284;31.350280
2018-01-29;31.180000;31.238264;31.149237;31.327895
2018-02-05;31.150000;31.263199;31.200900;31.327510
2018-02-12;31.120000;31.250433;31.146974;31.342932
2018-02-19;31.080000;31.229199;31.165446;31.291539
2018-02-26;31.130000;31.207381;31.126094;31.283503
2018-03-05;31.170000;31.179201;31.131440;31.243157
2018-03-12;31.210000;31.166072;31.086355;31.230898
2018-03-19;31.250000;31.175702;31.113327;31.245027
2018-03-26;31.245000;31.214851;31.158490;31.263667
2018-04-02;31.240000;31.215040;31.144713;31.281168
2018-04-09;31.220000;31.289361;31.213503;31.363832
2018-04-16;31.210000;31.243258;31.190532;31.326825
2018-04-23;31.190000;31.286278;31.181915;31.386798
2018-04-30;31.080000;31.222281;31.127020;31.287889
2018-05-07;30.970000;31.161120;31.064653;31.239182
2018-05-14;30.860000;31.098285;31.053396;31.159390
2018-05-21;30.860000;31.029988;30.942898;31.089607
2018-05-28;30.750000;30.931760;30.870665;31.006512
2018-06-04;30.700000;30.819466;30.749481;30.878116
2018-06-11;30.650000;30.767184;30.685665;30.837427
2018-06-18;30.600000;30.650377;30.604792;30.699408
2018-06-25;30.550000;30.531218;30.488169;30.615200
2018-07-02;30.510000;30.436487;30.350961;30.538479
2018-07-09;30.460000;30.334611;30.284708;30.383055
2018-07-16;30.410000;30.234376;30.185425;30.314742
2018-07-23;30.360000;30.228577;30.182373;30.311022
2018-07-30;30.335000;30.171324;30.120880;30.230435
2018-08-06;30.310000;30.117941;30.066353;30.181992
2018-08-13;30.260000;30.061629;30.013241;30.128806
2018-08-20;30.200000;30.008498;29.957852;30.061269
2018-08-27;30.150000;29.975991;29.928026;30.016827
2018-09-03;30.130000;29.929291;29.890780;29.966576
2018-09-10;30.100000;29.912565;29.842238;29.964847
2018-09-17;30.080000;29.870066;29.838870;29.917597
2018-09-24;30.050000;29.863983;29.823881;29.906106
2018-10-01;30.040000;29.884169;29.825572;29.928580
2018-10-08;30.030000;29.904851;29.869314;29.968519
2018-10-15;30.020000;29.892444;29.855430;29.936909
2018-10-22;30.010000;29.887108;29.817953;29.937948
2018-10-29;30.020000;29.899531;29.855910;29.942245
2018-11-05;30.030000;29.920796;29.877433;29.954813
2018-11-12;30.040000;29.927118;29.888359;29.975848
2018-11-19;30.060000;29.941006;29.895444;29.997566
2018-11-26;30.070000;29.979510;29.921037;30.061256
2018-12-03;30.090000;30.017916;29.976989;30.080277
