Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;176.080000;176.353799;176.240490;176.456531
2017-01-09;176.070000;176.334385;176.230244;176.413614
2017-01-16;176.097500;176.357372;176.270583;176.422356
2017-01-23;176.125000;176.556886;176.482674;176.647567
2017-01-30;176.152500;176.490645;176.338492;176.708001
2017-02-06;176.180000;176.570287;176.443117;176.709377
2017-02-13;176.130000;176.584001;176.467567;176.718105
2017-02-20;176.240000;176.485782;176.320890;176.628826
2017-02-27;176.310000;176.490316;176.381599;176.616128
2017-03-06;176.380000;176.559190;176.395727;176.662212
2017-03-13;176.490000;176.678767;176.541051;176.847620
2017-03-20;176.650000;176.756870;176.585616;176.847619
2017-03-27;176.870000;176.775974;176.628183;176.919092
2017-04-03;176.350000;176.715828;176.621574;176.857793
2017-04-10;176.300000;176.611682;176.451308;176.748035
2017-04-17;176.285000;176.481785;176.396098;176.573049
2017-04-24;176.270000;176.502931;176.422690;176.634863
2017-05-01;176.300000;176.427073;176.278658;176.526987
2017-05-08;176.275000;176.477789;176.383091;176.575463
2017-05-15;176.250000;176.524863;176.460777;176.597112
2017-05-22;176.230000;176.460513;176.371907;176.554181
2017-05-29;176.150000;176.424089;176.327083;176.520227
2017-06-05;176.120000;176.339737;176.234971;176.418217
2017-06-12;176.090000;176.312128;176.193010;176.386678
2017-06-19;176.060000;176.242699;176.145193;176.331332
2017-06-26;176.010000;176.165449;176.039623;176.280955
2017-07-03;176.060000;176.133005;176.009353;176.256715
2017-07-10;176.150000;176.167362;176.081203;176.240063
2017-07-17;176.240000;176.432841;176.347565;176.501566
2017-07-24;176.210000;176.354449;176.250729;176.476169
2017-07-31;176.470000;176.265487;176.173295;176.357851
2017-08-07;176.280000;176.399342;176.244086;176.510551
2017-08-14;176.274167;176.252003;176.167760;176.373853
2017-08-21;176.268333;176.271323;176.198258;176.351942
2017-08-28;176.262500;176.213795;176.106214;176.355718
2017-09-04;176.256667;176.250430;176.175578;176.323980
2017-09-11;176.250833;176.171985;176.110415;176.259367
2017-09-18;176.245000;176.180882;176.119395;176.307049
2017-09-25;176.240000;176.365983;176.255377;176.466315
2017-10-02;176.410000;176.344088;176.260340;176.403230
2017-10-09;176.442500;176.524100;176.406858;176.643066
2017-10-16;176.475000;176.459307;176.350962;176.559332
2017-10-23;176.410000;176.413863;176.337265;176.508709
