Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;252.000000;252.012255;251.958158;252.067520
2017-01-09;252.010000;252.032843;251.979005;252.098778
2017-01-16;252.030000;252.061830;251.973477;252.137930
2017-01-23;252.040000;252.215469;252.088982;252.325616
2017-01-30;252.010000;252.316357;252.226518;252.433272
2017-02-06;252.100000;252.398988;252.285963;252.529225
2017-02-13;252.080000;252.462908;252.366827;252.563042
2017-02-20;252.290000;252.433327;252.314550;252.583681
2017-02-27;252.450000;252.576014;252.505208;252.670073
2017-03-06;252.470000;252.659420;252.608286;252.706664
2017-03-13;252.770000;252.728420;252.675066;252.775750
2017-03-20;252.960000;252.791422;252.726422;252.878188
2017-03-27;252.970000;252.826457;252.761852;252.914697
2017-04-03;252.980000;252.745107;252.695488;252.814375
2017-04-10;252.880000;252.607322;252.552682;252.677605
2017-04-17;252.780000;252.457271;252.410382;252.526649
2017-04-24;252.690000;252.360472;252.278515;252.441700
2017-05-01;252.560000;252.311633;252.230380;252.396222
2017-05-08;252.480000;252.230782;252.134812;252.321967
2017-05-15;252.460000;252.221899;252.116623;252.293485
2017-05-22;252.450000;252.206969;252.101041;252.307168
2017-05-29;252.450000;252.305315;252.223653;252.362758
2017-06-05;252.270000;252.224894;252.175752;252.285871
2017-06-12;252.200000;252.260778;252.190607;252.302921
2017-06-19;252.150000;252.220847;252.169239;252.278571
2017-06-26;252.135000;252.161458;252.125493;252.206351
2017-07-03;252.120000;252.097646;252.038361;252.179429
2017-07-10;252.050000;252.054183;251.963035;252.104836
2017-07-17;252.050000;252.015165;251.937459;252.077762
2017-07-24;252.010000;252.001350;251.936256;252.061011
2017-07-31;252.150000;252.047609;251.991708;252.116850
2017-08-07;252.100000;252.056990;251.998270;252.106152
2017-08-14;252.160000;251.979346;251.932246;252.027483
2017-08-21;252.060000;251.988081;251.943103;252.021578
2017-08-28;252.010000;251.975986;251.942690;252.012768
2017-09-04;251.960000;251.906201;251.854087;251.946508
2017-09-11;251.910000;251.858459;251.814746;251.914722
2017-09-18;251.870000;251.860232;251.820083;251.896157
2017-09-25;251.870000;251.864783;251.832221;251.914483
2017-10-02;251.880000;251.884214;251.849256;251.917748
2017-10-09;251.910000;251.871093;251.835198;251.917517
2017-10-16;251.870000;251.883701;251.832133;251.933367
2017-10-23;251.810000;251.848223;251.813138;251.894968
2017-10-30;251.840000;251.869773;251.835381;251.898567
2017-11-06;251.870000;251.813800;251.770251;251.868234
2017-11-13;251.990000;251.808689;251.753791;251.852458
2017-11-20;252.000000;251.821985;251.767599;251.870102
2017-11-27;252.070000;251.881787;251.837097;251.929354
2017-12-04;252.140000;251.940491;251.903524;251.998688
2017-12-11;252.180000;252.039527;251.993471;252.086826
2017-12-18;252.250000;252.137338;252.086758;252.182086
