Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;50.590000;50.597268;50.479704;50.721528
2017-01-09;50.762500;50.555816;50.428596;50.714406
2017-01-16;50.935000;50.622859;50.502515;50.745790
2017-01-23;51.107500;50.818005;50.670749;50.968890
2017-01-30;51.280000;50.788928;50.645041;50.931908
2017-02-06;51.074000;50.822930;50.708995;50.930490
2017-02-13;50.868000;50.875110;50.777737;50.966697
2017-02-20;50.662000;50.852856;50.731296;50.945810
2017-02-27;50.456000;50.912390;50.787728;51.001528
2017-03-06;50.250000;51.088110;51.009907;51.174806
2017-03-13;50.340000;51.054139;50.995928;51.131345
2017-03-20;50.430000;50.997831;50.933533;51.075599
2017-03-27;50.520000;50.976158;50.901896;51.055552
2017-04-03;50.610000;50.807866;50.728502;50.861410
2017-04-10;50.545000;50.724413;50.661917;50.795313
2017-04-17;50.480000;50.589324;50.521032;50.675149
2017-04-24;50.415000;50.591574;50.479053;50.703742
2017-05-01;50.350000;50.505246;50.401798;50.573919
2017-05-08;50.272000;50.450414;50.345206;50.577527
2017-05-15;50.194000;50.346912;50.251767;50.435893
2017-05-22;50.116000;50.249961;50.105533;50.337342
2017-05-29;50.038000;50.188492;50.056496;50.261597
2017-06-05;49.960000;49.958192;49.802571;50.136396
2017-06-12;49.812500;49.733142;49.614571;49.970942
2017-06-19;49.665000;49.692130;49.575060;49.862708
2017-06-26;49.517500;49.485856;49.337588;49.597094
2017-07-03;49.370000;49.408424;49.257224;49.600469
2017-07-10;49.458000;49.302717;49.197036;49.457637
2017-07-17;49.546000;49.311301;49.210949;49.413325
2017-07-24;49.634000;49.344650;49.230008;49.433658
2017-07-31;49.722000;49.656134;49.484344;49.799197
2017-08-07;49.810000;49.668236;49.545663;49.802575
2017-08-14;49.780000;49.513623;49.417212;49.610646
2017-08-21;49.750000;49.518675;49.405072;49.629747
2017-08-28;49.720000;49.445635;49.245395;49.538217
2017-09-04;49.690000;49.347012;49.220682;49.442508
2017-09-11;49.660000;49.440079;49.308680;49.571953
2017-09-18;49.730000;49.681312;49.591030;49.785930
2017-09-25;49.800000;49.909058;49.821986;50.034980
2017-10-02;49.870000;49.888096;49.726970;49.974675
2017-10-09;49.970000;49.979697;49.880249;50.121730
2017-10-16;50.070000;50.262281;50.106905;50.363568
2017-10-23;50.170000;50.279078;50.147585;50.411716
2017-10-30;50.270000;50.364458;50.229716;50.525492
2017-11-06;50.370000;50.415161;50.287991;50.572077
2017-11-13;50.407500;50.512018;50.412724;50.608172
2017-11-20;50.445000;50.560406;50.405825;50.699763
2017-11-27;50.482500;50.736174;50.631254;50.838594
2017-12-04;50.520000;50.941675;50.852668;51.030057
2017-12-11;50.700000;50.902184;50.855732;50.964324
2017-12-18;50.880000;51.075944;50.988724;51.163515
2017-12-25;51.060000;51.164940;51.079561;51.230527
2018-01-01;51.240000;51.108147;51.001177;51.186760
2018-01-08;51.420000;51.237270;51.128421;51.305472
2018-01-15;51.357500;51.209132;51.132316;51.255196
2018-01-22;51.295000;51.164818;51.100822;51.232876
2018-01-29;51.232500;51.245628;51.171540;51.292878
2018-02-05;51.170000;51.119702;51.033266;51.176633
2018-02-12;51.022500;51.129214;51.038192;51.199944
2018-02-19;50.875000;51.001372;50.948943;51.059812
2018-02-26;50.727500;50.974913;50.900513;51.026581
2018-03-05;50.580000;50.863810;50.797317;50.908395
2018-03-12;50.660000;50.818067;50.754798;50.867000
2018-03-19;50.740000;50.873061;50.796380;50.930827
2018-03-26;50.820000;50.834988;50.742433;50.888099
2018-04-02;50.900000;50.798450;50.705682;50.859488
2018-04-09;50.980000;50.918432;50.833784;50.980066
2018-04-16;50.840000;50.795998;50.742531;50.863235
2018-04-23;50.700000;50.724483;50.658101;50.810001
2018-04-30;50.560000;50.544089;50.450036;50.591492
