Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;11.101429;11.147953;11.127687;11.175926
2017-01-09;11.105714;11.157014;11.134646;11.191924
2017-01-16;11.137143;11.182112;11.161302;11.205688
2017-01-23;11.210000;11.295486;11.268695;11.313995
2017-01-30;11.251429;11.281421;11.261788;11.301683
2017-02-06;11.285714;11.307281;11.284790;11.320648
2017-02-13;11.324286;11.320466;11.305324;11.339453
2017-02-20;11.348571;11.349466;11.331407;11.368165
2017-02-27;11.367143;11.383327;11.364134;11.407907
2017-03-06;11.432857;11.534585;11.512545;11.574584
2017-03-13;11.500000;11.550188;11.525283;11.571489
2017-03-20;11.522857;11.534525;11.508786;11.559588
2017-03-27;11.557143;11.601215;11.574027;11.637584
2017-04-03;11.582857;11.555008;11.530201;11.575802
2017-04-10;11.561429;11.536369;11.513524;11.554672
2017-04-17;11.528571;11.486718;11.470545;11.506103
2017-04-24;11.482857;11.477481;11.459854;11.497227
2017-05-01;11.464286;11.468894;11.449810;11.487186
2017-05-08;11.440000;11.439529;11.414910;11.459754
2017-05-15;11.422857;11.418836;11.390395;11.445362
2017-05-22;11.400000;11.408073;11.382228;11.419806
2017-05-29;11.381429;11.385390;11.366734;11.402960
2017-06-05;11.362857;11.365755;11.345805;11.387042
2017-06-12;11.357143;11.391698;11.378145;11.410814
2017-06-19;11.335714;11.370556;11.360573;11.382466
2017-06-26;11.317143;11.345489;11.336256;11.357877
2017-07-03;11.340000;11.345180;11.330371;11.357587
2017-07-10;11.430000;11.411337;11.397406;11.429250
2017-07-17;11.437143;11.388677;11.371940;11.403405
2017-07-24;11.425714;11.393192;11.366834;11.417888
2017-07-31;11.454286;11.481280;11.458167;11.497224
2017-08-07;11.482857;11.453375;11.426346;11.472059
2017-08-14;11.462857;11.456392;11.434555;11.470723
2017-08-21;11.462857;11.454281;11.428817;11.470318
2017-08-28;11.532857;11.479813;11.445033;11.502501
2017-09-04;11.544286;11.431181;11.406773;11.447532
2017-09-11;11.520000;11.431322;11.409143;11.450096
2017-09-18;11.488571;11.454579;11.432001;11.470371
2017-09-25;11.441429;11.485799;11.457641;11.508570
2017-10-02;11.417143;11.462084;11.441220;11.484004
2017-10-09;11.445714;11.544865;11.521831;11.582372
2017-10-16;11.521429;11.564348;11.535678;11.593231
2017-10-23;11.555714;11.569262;11.536171;11.599892
2017-10-30;11.548571;11.541616;11.520695;11.560813
2017-11-06;11.554286;11.564051;11.527840;11.589803
2017-11-13;11.561429;11.551712;11.513265;11.581792
2017-11-20;11.554286;11.562714;11.528054;11.595876
2017-11-27;11.661429;11.643959;11.615501;11.671112
2017-12-04;11.765714;11.724550;11.699569;11.748135
2017-12-11;11.795714;11.719213;11.687770;11.746232
2017-12-18;11.865714;11.773675;11.741122;11.810155
2017-12-25;11.900000;11.780117;11.754256;11.808106
2018-01-01;11.865714;11.763581;11.724536;11.793437
2018-01-08;11.914286;11.780381;11.749281;11.817610
2018-01-15;11.928571;11.814849;11.791690;11.838206
2018-01-22;11.941429;11.787205;11.762486;11.805255
2018-01-29;11.972857;11.844537;11.823487;11.863429
2018-02-05;11.982857;11.832232;11.810153;11.848814
2018-02-12;11.924286;11.793983;11.768630;11.816967
2018-02-19;11.824286;11.726080;11.697448;11.751265
2018-02-26;11.757143;11.722171;11.704734;11.736915
2018-03-05;11.711429;11.670939;11.655218;11.686984
2018-03-12;11.672857;11.641710;11.627078;11.659319
2018-03-19;11.632857;11.645601;11.629666;11.667163
2018-03-26;11.602857;11.617996;11.604403;11.631694
2018-04-02;11.584286;11.562939;11.541650;11.574075
2018-04-09;11.571429;11.593052;11.579112;11.608329
2018-04-16;11.598571;11.585623;11.573451;11.599525
2018-04-23;11.757143;11.718536;11.684542;11.763004
2018-04-30;11.762857;11.666835;11.647272;11.694292
2018-05-07;11.697143;11.616011;11.601454;11.633304
2018-05-14;11.650000;11.550021;11.535782;11.571127
2018-05-21;11.597143;11.494295;11.477075;11.509167
2018-05-28;11.551429;11.450900;11.438224;11.468705
2018-06-04;11.512857;11.425370;11.412116;11.439795
2018-06-11;11.478571;11.393461;11.377101;11.409570
2018-06-18;11.438571;11.335300;11.323988;11.348172
2018-06-25;11.405714;11.298645;11.282549;11.315932
2018-07-02;11.374286;11.274259;11.259350;11.291415
2018-07-09;11.338571;11.223180;11.210098;11.238026
2018-07-16;11.314286;11.177311;11.158805;11.203462
2018-07-23;11.291429;11.172538;11.148145;11.196073
2018-07-30;11.262857;11.136710;11.113725;11.166383
2018-08-06;11.232857;11.106981;11.085504;11.137888
2018-08-13;11.204286;11.065126;11.040265;11.095792
2018-08-20;11.177143;11.041852;11.010591;11.082388
2018-08-27;11.154286;11.011040;10.974595;11.064155
2018-09-03;11.137143;10.985102;10.949769;11.042400
2018-09-10;11.120000;10.963511;10.927510;11.024320
2018-09-17;11.098571;10.938237;10.891981;10.994521
2018-09-24;11.082857;10.909701;10.853622;10.969185
2018-10-01;11.065714;10.908457;10.853048;10.966575
2018-10-08;11.050000;10.886639;10.825116;10.948958
2018-10-15;11.035714;10.873764;10.811989;10.933161
2018-10-22;11.021429;10.879855;10.829294;10.934882
2018-10-29;11.008571;10.871761;10.815659;10.931474
2018-11-05;11.000000;10.884542;10.824758;10.950056
2018-11-12;10.987143;10.877144;10.831141;10.927036
2018-11-19;10.981429;10.881591;10.830913;10.937777
2018-11-26;10.972857;10.874614;10.814288;10.939272
2018-12-03;10.970000;10.873252;10.793074;10.936764
2018-12-10;10.968571;10.899157;10.822537;10.972015
2018-12-17;10.960000;10.940869;10.875894;11.003798
2018-12-24;10.961429;10.929391;10.859683;10.998232
2018-12-31;10.974286;11.029966;10.987495;11.079943
2019-01-07;10.987143;11.082205;11.049768;11.120341
2019-01-14;11.022857;11.125165;11.090260;11.178343
2019-01-21;11.088571;11.241435;11.210996;11.285524
2019-01-28;11.140000;11.250842;11.218879;11.301425
2019-02-04;11.174286;11.349267;11.319239;11.378914
2019-02-11;11.198571;11.346811;11.313548;11.379993
2019-02-18;11.227143;11.417086;11.380140;11.456444
2019-02-25;11.258571;11.381263;11.343796;11.422481
2019-03-04;11.278571;11.371640;11.335057;11.405953
2019-03-11;11.292857;11.352503;11.298225;11.393594
2019-03-18;11.315714;11.443740;11.408253;11.485290
2019-03-25;11.358571;11.470797;11.435776;11.507638
2019-04-01;11.387143;11.466755;11.432459;11.505169
2019-04-08;11.410000;11.414902;11.379056;11.454565
2019-04-15;11.418571;11.449800;11.418145;11.472036
2019-04-22;11.412857;11.407386;11.374041;11.436884
2019-04-29;11.405714;11.413396;11.387480;11.434872
2019-05-06;11.385714;11.409442;11.380750;11.429995
2019-05-13;11.364286;11.387262;11.371681;11.410835
2019-05-20;11.337143;11.375452;11.353535;11.391847
2019-05-27;11.317143;11.380861;11.360869;11.399710
2019-06-03;11.290000;11.340573;11.321251;11.353450
2019-06-10;11.261429;11.325596;11.314955;11.339826
2019-06-17;11.242857;11.314201;11.302912;11.327386
2019-06-24;11.221429;11.307844;11.290428;11.322895
2019-07-01;11.191429;11.282154;11.267785;11.299374
2019-07-08;11.164286;11.248877;11.233915;11.269134
2019-07-15;11.140000;11.192749;11.172289;11.218406
2019-07-22;11.117143;11.177380;11.156263;11.202311
2019-07-29;11.097143;11.162641;11.124820;11.189083
2019-08-05;11.078571;11.159122;11.130099;11.188389
2019-08-12;11.081429;11.186618;11.148994;11.210906
2019-08-19;11.065714;11.174756;11.136564;11.198371
2019-08-26;11.050000;11.181025;11.146492;11.208647
2019-09-02;11.037143;11.157636;11.125557;11.181701
2019-09-09;11.024286;11.141591;11.105490;11.171256
2019-09-16;11.007143;11.129721;11.093645;11.158682
2019-09-23;10.994286;11.107140;11.075086;11.137615
2019-09-30;10.982857;11.112969;11.089047;11.147600
2019-10-07;10.988571;11.199677;11.181977;11.211101
2019-10-14;11.014286;11.226184;11.201481;11.247867
2019-10-21;11.062857;11.249505;11.206907;11.283131
2019-10-28;11.138571;11.423897;11.396201;11.471627
2019-11-04;11.180000;11.376494;11.345185;11.402952
2019-11-11;11.194286;11.427748;11.400513;11.447750
2019-11-18;11.201429;11.400134;11.373000;11.421515
2019-11-25;11.225714;11.536707;11.506844;11.563624
2019-12-02;11.260000;11.500047;11.470339;11.525993
2019-12-09;11.285714;11.529457;11.496467;11.555179
2019-12-16;11.314286;11.507146;11.479344;11.529607
2019-12-23;11.350000;11.549096;11.531360;11.567199
2019-12-30;11.381429;11.527514;11.503852;11.546030
2020-01-06;11.410000;11.541753;11.522347;11.560462
2020-01-13;11.428571;11.529379;11.498546;11.562933
2020-01-20;11.444286;11.567608;11.538696;11.593473
