Date;Obs;Sim;lb:0.05;ub:95
2017-01-02;458.050000;458.916263;458.368843;459.373267
2017-01-09;458.230000;458.691245;458.193184;459.294034
2017-01-16;457.330000;458.392862;457.766486;458.745995
2017-01-23;457.715000;458.918086;458.036682;459.530545
2017-01-30;458.100000;458.630562;457.834625;459.347733
2017-02-06;458.300000;459.119908;458.066507;459.780569
2017-02-13;458.850000;459.519022;458.695380;460.242035
2017-02-20;458.760000;459.216652;458.444173;459.960051
2017-02-27;459.380000;459.054239;458.450354;459.603001
2017-03-06;458.610000;459.670329;458.865923;460.370581
2017-03-13;460.780000;459.994128;459.169188;460.625319
2017-03-20;460.750000;460.502686;459.814487;461.331316
2017-03-27;460.220000;460.648242;459.810811;461.396675
2017-04-03;459.860000;460.384656;459.560857;461.103990
2017-04-10;459.280000;459.985876;459.429727;460.442873
2017-04-17;458.930000;459.695798;459.082256;460.352718
2017-04-24;458.760000;459.495427;458.899170;460.295332
2017-05-01;460.890000;459.125821;458.454152;459.776880
2017-05-08;462.080000;461.714262;461.046547;462.570844
2017-05-15;462.470000;463.065274;462.378207;463.858513
2017-05-22;462.860000;462.782002;462.083730;463.449590
2017-05-29;459.900000;462.207208;461.487712;462.969614
2017-06-05;460.930000;461.007114;460.425354;462.036610
2017-06-12;460.480000;460.771342;459.969099;461.507777
2017-06-19;459.860000;460.145190;459.411620;460.915883
2017-06-26;459.380000;459.381819;458.893513;459.866766
2017-07-03;459.280000;459.059471;458.753091;459.398105
2017-07-10;459.040000;459.368906;458.991722;459.640015
2017-07-17;458.980000;459.713647;459.086893;460.327028
2017-07-24;458.840000;459.380106;458.810245;459.809642
2017-07-31;459.180000;459.485905;458.886536;459.903952
2017-08-07;459.030000;459.836298;459.460751;460.295746
2017-08-14;458.900000;459.555798;459.062755;460.015895
2017-08-21;459.030000;459.303568;458.820146;459.832082
2017-08-28;458.920000;459.336803;458.735147;459.983379
2017-09-04;460.870000;459.661508;459.071942;460.119379
2017-09-11;461.680000;461.470543;460.756984;461.946016
2017-09-18;460.830000;462.039821;461.204848;462.705724
2017-09-25;460.470000;461.233856;460.672092;461.719893
2017-10-02;459.900000;460.317665;459.857141;460.825983
2017-10-09;460.270000;460.944060;460.448848;461.381807
2017-10-16;462.020000;461.173924;460.725291;461.593733
2017-10-23;461.510000;460.782545;460.274022;461.366962
2017-10-30;460.600000;460.515889;460.120901;461.062636
2017-11-06;460.010000;460.383859;460.050891;460.778859
2017-11-13;459.660000;460.176392;459.514091;460.672047
2017-11-20;462.890000;461.504112;461.007169;462.033057
2017-11-27;462.885000;461.453264;460.940884;461.811845
2017-12-04;462.880000;461.870219;461.303711;462.406621
2017-12-11;460.710000;461.861127;461.191696;462.518109
2017-12-18;464.140000;462.775853;462.266377;463.377815
2017-12-25;464.870000;463.606502;462.956929;464.329503
2018-01-01;464.170000;463.698866;463.012456;464.410635
2018-01-08;470.660000;465.897467;464.955130;467.028117
2018-01-15;472.320000;469.823560;468.473853;471.213690
2018-01-22;472.420000;469.569377;468.135204;470.835474
2018-01-29;473.500000;472.992682;470.807120;474.804141
2018-02-05;473.210000;472.337027;471.085800;473.434213
2018-02-12;470.430000;471.451563;470.132155;472.747040
2018-02-19;469.320000;469.044810;468.157191;470.070610
2018-02-26;467.660000;468.743359;467.670058;469.703827
2018-03-05;465.270000;466.956931;466.265450;467.574611
2018-03-12;463.960000;466.541025;465.826576;467.496216
2018-03-19;463.390000;465.896941;465.322586;466.708054
2018-03-26;460.680000;464.955031;464.224252;465.662614
2018-04-02;460.100000;463.277206;462.698232;464.343559
2018-04-09;459.830000;463.734660;463.183505;464.423047
2018-04-16;461.460000;462.560431;461.877954;463.289217
2018-04-23;461.160000;462.280473;461.323665;463.367181
2018-04-30;460.760000;461.595842;461.155515;462.399284
2018-05-07;460.345000;461.059059;460.180933;462.039476
2018-05-14;459.930000;460.509293;459.883932;461.142467
2018-05-21;459.850000;460.254471;459.504764;461.313142
2018-05-28;459.800000;460.674483;460.059689;461.697246
2018-06-04;459.670000;460.475584;460.035411;461.197650
2018-06-11;459.360000;460.161519;459.760179;460.688138
2018-06-18;459.240000;460.148604;459.594653;460.734531
2018-06-25;459.020000;459.735434;459.126530;460.185197
2018-07-02;458.860000;459.061327;458.549272;459.655930
2018-07-09;458.780000;458.819392;458.154912;459.383688
2018-07-16;458.650000;458.675674;458.096230;459.140442
2018-07-23;458.520000;458.375407;457.753700;458.971738
2018-07-30;458.420000;458.212564;457.437061;458.883006
2018-08-06;458.360000;457.966830;457.302681;458.760338
2018-08-13;458.290000;457.883098;457.065141;458.819106
2018-08-20;458.230000;457.819322;456.929721;458.569606
2018-08-27;458.180000;457.600615;456.671300;458.659323
2018-09-03;458.150000;457.688660;456.720102;458.502707
2018-09-10;458.050000;457.551421;456.351891;458.472093
2018-09-17;458.030000;457.525053;456.439734;458.504677
2018-09-24;457.940000;457.347955;456.485023;458.238008
2018-10-01;458.020000;457.705724;456.968842;458.331830
2018-10-08;457.900000;457.429514;456.526146;458.262167
2018-10-15;457.900000;457.110957;456.023708;458.120267
2018-10-22;457.810000;456.961270;455.572998;457.812611
2018-10-29;457.950000;456.808063;455.151648;457.823019
2018-11-05;457.910000;457.436600;456.238106;458.131627
2018-11-12;457.810000;457.266145;455.962575;457.881743
2018-11-19;457.820000;457.143135;455.736600;457.914397
2018-11-26;457.770000;457.079951;455.722731;457.819775
2018-12-03;457.770000;457.038826;455.680656;457.936955
2018-12-10;457.940000;457.386337;455.996997;458.145135
2018-12-17;458.270000;458.479007;457.540448;459.315556
2018-12-24;459.000000;458.422513;457.048180;459.171037
2018-12-31;461.240000;461.087819;460.372290;461.766251
2019-01-07;460.480000;461.312785;460.278334;462.241629
2019-01-14;462.820000;461.785675;460.956966;462.815965
2019-01-21;466.340000;465.017239;464.437810;465.566852
2019-01-28;464.960000;464.973631;464.097717;465.944629
2019-02-04;463.000000;464.400688;463.230470;465.158495
2019-02-11;462.180000;463.582724;461.885178;464.612560
2019-02-18;462.430000;463.766368;462.334506;464.772775
2019-02-25;461.840000;462.474834;461.202777;463.704587
2019-03-04;461.360000;461.594272;460.577168;462.531702
2019-03-11;461.240000;461.446307;460.044901;462.678745
2019-03-18;466.020000;462.660187;461.766110;463.474031
2019-03-25;467.200000;465.032304;464.261115;465.644257
2019-04-01;465.750000;464.772720;464.006842;465.511172
2019-04-08;463.920000;463.268651;462.780455;464.160858
2019-04-15;462.500000;462.369685;461.396500;463.337778
2019-04-22;461.510000;461.382268;460.730280;462.190993
2019-04-29;460.690000;461.135979;460.647034;461.547624
2019-05-06;460.090000;460.791484;460.371486;461.281941
2019-05-13;459.690000;460.593158;460.004965;461.140494
2019-05-20;459.572500;460.244789;459.895461;460.625810
2019-05-27;459.455000;460.261209;459.765103;460.746498
2019-06-03;459.240000;460.300139;459.673941;460.831320
2019-06-10;459.020000;459.924419;459.517528;460.328670
2019-06-17;458.880000;459.617854;459.097791;460.013173
2019-06-24;459.050000;459.414140;459.169008;459.814581
2019-07-01;459.010000;459.873521;459.419557;460.464911
2019-07-08;458.780000;459.657903;459.021982;460.240392
2019-07-15;458.640000;459.067665;458.593330;459.612090
2019-07-22;458.490000;459.079846;458.370111;459.568579
2019-07-29;458.430000;458.699319;458.186102;459.221791
2019-08-05;458.410000;458.762579;458.155463;459.047868
2019-08-12;458.560000;458.730865;458.302953;459.133139
2019-08-19;458.520000;459.845419;459.387570;460.448737
2019-08-26;458.630000;459.977895;459.132796;460.948013
2019-09-02;458.430000;460.039787;459.052864;460.976472
2019-09-09;458.320000;459.479976;458.848474;460.265349
2019-09-16;458.190000;459.144649;458.631149;459.623276
2019-09-23;458.140000;458.716290;457.979500;459.347672
2019-09-30;458.080000;458.506583;458.090826;458.944879
2019-10-07;458.040000;458.288103;457.837207;458.822491
2019-10-14;458.040000;458.785214;458.411632;459.088158
2019-10-21;458.020000;458.793726;458.360207;459.192384
2019-10-28;457.920000;458.962556;458.560469;459.322343
2019-11-04;458.000000;458.441238;458.051579;458.854236
2019-11-11;458.000000;458.982500;458.661002;459.352811
2019-11-18;458.010000;458.881296;458.477440;459.271588
2019-11-25;457.980000;458.887404;458.375624;459.525243
2019-12-02;457.880000;458.603212;458.113402;458.955894
2019-12-09;457.910000;458.636758;457.979738;459.489131
2019-12-16;458.460000;458.498135;457.764781;459.238727
2019-12-23;459.070000;459.370172;458.934738;459.685757
2019-12-30;461.020000;459.920654;459.486505;460.414545
2020-01-06;460.540000;461.067575;460.620184;461.547806
2020-01-13;459.860000;460.803966;460.307509;461.237601
2020-01-20;459.300000;460.540559;460.045886;460.958629
2020-01-27;459.000000;460.169270;459.768761;460.740294
2020-02-03;459.320000;460.038820;459.180598;460.458789
2020-02-10;463.190000;462.979799;462.330037;463.455280
2020-02-17;463.880000;463.970735;463.188567;464.414624
2020-02-24;463.920000;464.800603;464.156831;465.371530
2020-03-02;465.200000;465.434645;464.674280;466.158310
2020-03-09;466.670000;466.133073;465.174106;466.866617
2020-03-16;466.810000;466.167380;465.345349;466.799922
2020-03-23;466.600000;465.691289;464.988994;466.232413
2020-03-30;467.650000;467.095320;466.227052;467.738950
2020-04-06;466.200000;466.239355;465.114838;466.997067
2020-04-13;464.390000;465.011362;464.643491;465.525101
2020-04-20;462.900000;464.078658;463.762106;464.506210
2020-04-27;461.820000;462.735396;462.164502;463.485957
2020-05-04;461.000000;461.583292;460.997816;462.536923
2020-05-11;460.460000;461.289027;460.747649;461.849289
2020-05-18;460.050000;460.955811;460.477011;461.473648
2020-05-25;459.670000;460.608238;460.081064;461.084056
2020-06-01;459.410000;460.548932;460.064766;460.942789
2020-06-08;459.160000;460.003601;459.512579;460.395047
2020-06-15;459.100000;459.940038;459.575992;460.436047
2020-06-22;459.310000;461.961047;461.293645;462.547464
2020-06-29;459.190000;461.462868;460.740300;462.083760
2020-07-06;459.150000;461.882808;461.126932;462.478973
2020-07-13;458.920000;461.401830;460.921901;461.949019
2020-07-20;458.780000;460.203238;459.596764;460.876393
2020-07-27;458.590000;459.651587;459.162779;460.327162
2020-08-03;458.690000;459.427255;458.966504;459.861566
2020-08-10;459.320000;461.795084;461.160730;462.670645
2020-08-17;459.060000;461.162106;460.494456;461.910010
2020-08-24;458.860000;461.840390;461.075671;462.748416
2020-08-31;458.740000;460.912697;460.303787;461.685826
2020-09-07;459.150000;461.577287;460.775560;462.211951
2020-09-14;458.850000;460.798512;460.178432;461.315651
2020-09-21;458.640000;460.242905;459.579413;461.077805
2020-09-28;458.630000;459.723187;459.157553;460.191457
2020-10-05;458.520000;459.865909;459.342328;460.399078
2020-10-12;458.430000;459.458476;458.959338;459.918149
2020-10-19;458.300000;459.420909;459.088719;459.843185
2020-10-26;458.460000;459.282257;458.882677;459.739520
2020-11-02;458.880000;460.103989;459.548766;460.516893
2020-11-09;458.940000;460.316338;459.771347;460.867482
2020-11-16;458.710000;460.088414;459.530339;460.715454
2020-11-23;458.530000;459.709074;459.182323;460.250362
2020-11-30;458.380000;459.590504;459.055885;460.292986
2020-12-07;458.340000;459.396211;458.975035;460.009229
2020-12-14;458.770000;459.420795;459.049837;459.801907
2020-12-21;458.980000;459.787711;459.352806;460.299124
2020-12-28;460.220000;459.916771;459.506198;460.523238
